accessions,EC
A0A7W8PGK3,EC:1.17.2.1
A0A833GL07,EC:3
A0A833GL07,EC:3.4
A0A833GL07,EC:3.4.13
A0A833GL07,EC:3.4.13.9
A0A139HYR2,EC:6
A0A139HYR2,EC:6.4
A0A139HYR2,EC:6.4.1
A0A139HYR2,EC:6.4.1.4
A0A5S9P528,EC:1
A0A5S9P528,EC:1.14
A0A5S9P528,EC:1.14.13
A0A5S9P528,EC:1.14.13.24
A0A3P4B434,EC:1
A0A3P4B434,EC:1.14
A0A3P4B434,EC:1.14.12
A0A3P4B434,EC:1.14.12.19
A0A5P6NZU1,EC:2
A0A5P6NZU1,EC:2.1
A0A5P6NZU1,EC:2.1.1
A0A5P6NZU1,EC:2.1.1.152
A0A0X8JNC2,EC:4
A0A0X8JNC2,EC:4.1
A0A0X8JNC2,EC:4.1.1
A0A0X8JNC2,EC:4.1.1.81
I2B7L1,EC:1
I2B7L1,EC:1.14
I2B7L1,EC:1.14.13
I2B7L1,EC:1.14.13.239
A0A4Q9B9J8,EC:2
A0A4Q9B9J8,EC:2.5
A0A4Q9B9J8,EC:2.5.1
A0A4Q9B9J8,EC:2.5.1.74
A0A1M7ZNG4,EC:2
A0A1M7ZNG4,EC:2.8
A0A1M7ZNG4,EC:2.8.3
A0A1M7ZNG4,EC:2.8.3.8
A0A4U8V6M7,EC:2
A0A4U8V6M7,EC:2.1
A0A4U8V6M7,EC:2.1.1
A0A4U8V6M7,EC:2.1.1.266
A0A3P4B6H2,EC:3
A0A3P4B6H2,EC:3.1
A0A3P4B6H2,EC:3.1.1
A0A3P4B6H2,EC:3.1.1.92
A0A066VEW2,EC:1
A0A066VEW2,EC:1.3
A0A066VEW2,EC:1.3.1
A0A066VEW2,EC:1.3.1.89
A0A378YUM5,EC:3
A0A378YUM5,EC:3.3
A0A378YUM5,EC:3.3.2
A0A378YUM5,EC:3.3.2.10
V5WJE2,EC:1
V5WJE2,EC:1.3
V5WJE2,EC:1.3.8
V5WJE2,EC:1.3.8.7
A0A7C3ZW58,EC:3
A0A7C3ZW58,EC:3.1
A0A7C3ZW58,EC:3.1.3
A0A7C3ZW58,EC:3.1.3.12
A0A074W2N6,EC:1
A0A074W2N6,EC:1.14
A0A074W2N6,EC:1.14.11
A0A074W2N6,EC:1.14.11.8
A0A2P5K3K9,EC:1
A0A2P5K3K9,EC:1.12
A0A2P5K3K9,EC:1.12.98
A0A2P5K3K9,EC:1.12.98.3
A0A7C4CHE5,EC:4
A0A7C4CHE5,EC:4.1
A0A7C4CHE5,EC:4.1.3
A0A7C4CHE5,EC:4.1.3.44
A0A7C6B7U0,EC:1
A0A7C6B7U0,EC:1.3
A0A7C6B7U0,EC:1.3.98
A0A7C6B7U0,EC:1.3.98.3
A0A3P4B7Y8,EC:1
A0A3P4B7Y8,EC:1.14
A0A3P4B7Y8,EC:1.14.13
A0A3P4B7Y8,EC:1.14.13.24
A0A379JLS7,EC:1
A0A379JLS7,EC:1.1
A0A379JLS7,EC:1.1.3
A0A379JLS7,EC:1.1.3.6
A0A7C6FA32,EC:3
A0A7C6FA32,EC:3.5
A0A7C6FA32,EC:3.5.1
A0A7C6FA32,EC:3.5.1.15
A0A2S6GQ03,EC:1
A0A2S6GQ03,EC:1.3
A0A2S6GQ03,EC:1.3.3
A0A2S6GQ03,EC:1.3.3.11
A0A4R6G503,EC:1
A0A4R6G503,EC:1.14
A0A4R6G503,EC:1.14.12
A0A4R6G503,EC:1.14.12.17
A0A2T0JV02,EC:3
A0A2T0JV02,EC:3.2
A0A2T0JV02,EC:3.2.1
A0A2T0JV02,EC:3.2.1.55
A0A0X8JQG4,EC:6
A0A0X8JQG4,EC:6.4
A0A0X8JQG4,EC:6.4.1
A0A0X8JQG4,EC:6.4.1.1
A0A6N2YTC6,EC:3
A0A6N2YTC6,EC:3.2
A0A6N2YTC6,EC:3.2.1
A0A6N2YTC6,EC:3.2.1.86
A0A6A5K869,EC:1
A0A6A5K869,EC:1.13
A0A6A5K869,EC:1.13.11
A0A6A5K869,EC:1.13.11.5
A0A3P4AYU0,EC:1
A0A3P4AYU0,EC:1.14
A0A3P4AYU0,EC:1.14.12
A0A3P4AYU0,EC:1.14.12.1
A0A8T4E3M2,EC:2
A0A8T4E3M2,EC:2.3
A0A8T4E3M2,EC:2.3.3
A0A8T4E3M2,EC:2.3.3.10
A0A485BB99,EC:3
A0A485BB99,EC:3.4
A0A485BB99,EC:3.4.24
A0A485BB99,EC:3.4.24.70
A0A3P4BAI4,EC:3
A0A3P4BAI4,EC:3.1
A0A3P4BAI4,EC:3.1.4
A0A3P4BAI4,EC:3.1.4.52
A0A5S9P9K8,EC:1
A0A5S9P9K8,EC:1.14
A0A5S9P9K8,EC:1.14.13
A0A5S9P9K8,EC:1.14.13.131
A0A7C6FG38,EC:3
A0A7C6FG38,EC:3.5
A0A7C6FG38,EC:3.5.1
A0A7C6FG38,EC:3.5.1.10
A0A846PML6,EC:2
A0A846PML6,EC:2.7
A0A846PML6,EC:2.7.1
A0A846PML6,EC:2.7.1.36
A0A485DCK6,EC:2
A0A485DCK6,EC:2.3
A0A485DCK6,EC:2.3.3
A0A485DCK6,EC:2.3.3.1
A0A497SYH8,EC:2
A0A497SYH8,EC:2.1
A0A497SYH8,EC:2.1.1
A0A497SYH8,EC:2.1.1.213
A0A7V7USJ3,EC:2
A0A7V7USJ3,EC:2.5
A0A7V7USJ3,EC:2.5.1
A0A7V7USJ3,EC:2.5.1.74
A0A8F9TVS4,EC:3
A0A8F9TVS4,EC:3.4
A0A8F9TVS4,EC:3.4.17
A0A8F9TVS4,EC:3.4.17.19
A0A074VJG3,EC:3
A0A074VJG3,EC:3.4
A0A074VJG3,EC:3.4.13
A0A074VJG3,EC:3.4.13.19
V5WH57,EC:3
V5WH57,EC:3.6
V5WH57,EC:3.6.1
V5WH57,EC:3.6.1.8
A0A327WS57,EC:6
A0A327WS57,EC:6.3
A0A327WS57,EC:6.3.2
A0A327WS57,EC:6.3.2.45
A0A368BX89,EC:3
A0A368BX89,EC:3.4
A0A368BX89,EC:3.4.24
A0A368BX89,EC:3.4.24.55
A0A8B7L445,EC:2
A0A8B7L445,EC:2.1
A0A8B7L445,EC:2.1.1
A0A8B7L445,EC:2.1.1.362
E1SD24,EC:1
E1SD24,EC:1.1
E1SD24,EC:1.1.99
E1SD24,EC:1.1.99.3
E1SJ58,EC:1
E1SJ58,EC:1.11
E1SJ58,EC:1.11.1
E1SJ58,EC:1.11.1.26
A0A1X4XUE3,EC:1
A0A1X4XUE3,EC:1.4
A0A1X4XUE3,EC:1.4.1
A0A1X4XUE3,EC:1.4.1.2
A0A839QX26,EC:1
A0A839QX26,EC:1.13
A0A839QX26,EC:1.13.11
A0A839QX26,EC:1.13.11.49
E6VSB3,EC:1
E6VSB3,EC:1.2
E6VSB3,EC:1.2.7
E6VSB3,EC:1.2.7.5
A0A0F0H529,EC:1
A0A0F0H529,EC:1.8
A0A0F0H529,EC:1.8.7
A0A0F0H529,EC:1.8.7.1
A0A1G0DEU5,EC:1
A0A1G0DEU5,EC:1.3
A0A1G0DEU5,EC:1.3.98
A0A1G0DEU5,EC:1.3.98.3
A0A562T7V7,EC:2
A0A562T7V7,EC:2.3
A0A562T7V7,EC:2.3.1
A0A562T7V7,EC:2.3.1.29
A0A076F901,EC:2
A0A076F901,EC:2.7
A0A076F901,EC:2.7.7
A0A076F901,EC:2.7.7.82
A0A485BLH3,EC:3
A0A485BLH3,EC:3.4
A0A485BLH3,EC:3.4.24
A0A485BLH3,EC:3.4.24.70
A0A3G3MFZ4,EC:1
A0A3G3MFZ4,EC:1.14
A0A3G3MFZ4,EC:1.14.14
A0A3G3MFZ4,EC:1.14.14.18
A0A6A5KHM6,EC:2
A0A6A5KHM6,EC:2.4
A0A6A5KHM6,EC:2.4.1
A0A6A5KHM6,EC:2.4.1.142
A0A4Z1E1U6,EC:4
A0A4Z1E1U6,EC:4.2
A0A4Z1E1U6,EC:4.2.1
A0A4Z1E1U6,EC:4.2.1.75
A0A8B7KWL8,EC:1
A0A8B7KWL8,EC:1.14
A0A8B7KWL8,EC:1.14.11
A0A8B7KWL8,EC:1.14.11.2
A0A8T3Z4D0,EC:3
A0A8T3Z4D0,EC:3.1
A0A8T3Z4D0,EC:3.1.4
A0A8T3Z4D0,EC:3.1.4.58
A0A2T3NBN8,EC:2
A0A2T3NBN8,EC:2.7
A0A2T3NBN8,EC:2.7.8
A0A2T3NBN8,EC:2.7.8.33
A0A7Y4EPH3,EC:3
A0A7Y4EPH3,EC:3.1
A0A7Y4EPH3,EC:3.1.11
A0A7Y4EPH3,EC:3.1.11.1
E1SK78,EC:2
E1SK78,EC:2.4
E1SK78,EC:2.4.1
E1SK78,EC:2.4.1.325
A0A1X1FDU3,EC:1
A0A1X1FDU3,EC:1.1
A0A1X1FDU3,EC:1.1.1
A0A1X1FDU3,EC:1.1.1.6
A0A378Y6D8,EC:2
A0A378Y6D8,EC:2.1
A0A378Y6D8,EC:2.1.4
A0A378Y6D8,EC:2.1.4.2
A0A516NJP6,EC:1
A0A516NJP6,EC:1.14
A0A516NJP6,EC:1.14.11
A0A516NJP6,EC:1.14.11.55
A0A0L6TVX7,EC:2
A0A0L6TVX7,EC:2.7
A0A0L6TVX7,EC:2.7.2
A0A0L6TVX7,EC:2.7.2.7
A0A1D7Y1P6,EC:2
A0A1D7Y1P6,EC:2.5
A0A1D7Y1P6,EC:2.5.1
A0A1D7Y1P6,EC:2.5.1.74
A0A346NQC7,EC:1
A0A346NQC7,EC:1.3
A0A346NQC7,EC:1.3.1
A0A346NQC7,EC:1.3.1.91
I2BAG9,EC:2
I2BAG9,EC:2.3
I2BAG9,EC:2.3.1
I2BAG9,EC:2.3.1.241
A0A6A5JZU8,EC:4
A0A6A5JZU8,EC:4.6
A0A6A5JZU8,EC:4.6.1
A0A6A5JZU8,EC:4.6.1.16
A0A839QLY6,EC:2
A0A839QLY6,EC:2.8
A0A839QLY6,EC:2.8.3
A0A839QLY6,EC:2.8.3.5
A0A8B7M0A3,EC:1
A0A8B7M0A3,EC:1.17
A0A8B7M0A3,EC:1.17.4
A0A8B7M0A3,EC:1.17.4.4
A0A8B7LMF0,EC:6
A0A8B7LMF0,EC:6.4
A0A8B7LMF0,EC:6.4.1
A0A8B7LMF0,EC:6.4.1.1
A0A011QSP1,EC:5
A0A011QSP1,EC:5.3
A0A011QSP1,EC:5.3.1
A0A011QSP1,EC:5.3.1.13
A0A4V5NW19,EC:2
A0A4V5NW19,EC:2.1
A0A4V5NW19,EC:2.1.1
A0A4V5NW19,EC:2.1.1.34
A0A4Z1E4N4,EC:1
A0A4Z1E4N4,EC:1.3
A0A4Z1E4N4,EC:1.3.1
A0A4Z1E4N4,EC:1.3.1.12
A0A437LUE2,EC:1
A0A437LUE2,EC:1.13
A0A437LUE2,EC:1.13.11
A0A437LUE2,EC:1.13.11.27
A0A6P8WIK1,EC:2
A0A6P8WIK1,EC:2.1
A0A6P8WIK1,EC:2.1.1
A0A6P8WIK1,EC:2.1.1.85
R6R0S4,EC:2
R6R0S4,EC:2.7
R6R0S4,EC:2.7.1
R6R0S4,EC:2.7.1.90
A0A8U0PL53,EC:2
A0A8U0PL53,EC:2.7
A0A8U0PL53,EC:2.7.11
A0A8U0PL53,EC:2.7.11.12
A0A1M5QR66,EC:2
A0A1M5QR66,EC:2.5
A0A1M5QR66,EC:2.5.1
A0A1M5QR66,EC:2.5.1.25
A0A1M7ZKU6,EC:1
A0A1M7ZKU6,EC:1.14
A0A1M7ZKU6,EC:1.14.99
A0A1M7ZKU6,EC:1.14.99.46
A0A4U1BNR7,EC:3
A0A4U1BNR7,EC:3.5
A0A4U1BNR7,EC:3.5.99
A0A4U1BNR7,EC:3.5.99.2
A0A346NMS2,EC:4
A0A346NMS2,EC:4.1
A0A346NMS2,EC:4.1.2
A0A346NMS2,EC:4.1.2.14
A0A075HHG3,EC:2
A0A075HHG3,EC:2.5
A0A075HHG3,EC:2.5.1
A0A075HHG3,EC:2.5.1.90
A0A485ALL4,EC:1
A0A485ALL4,EC:1.1
A0A485ALL4,EC:1.1.1
A0A485ALL4,EC:1.1.1.157
A0A379JM34,EC:2
A0A379JM34,EC:2.7
A0A379JM34,EC:2.7.9
A0A379JM34,EC:2.7.9.2
A0A4Q9BED6,EC:1
A0A4Q9BED6,EC:1.3
A0A4Q9BED6,EC:1.3.1
A0A4Q9BED6,EC:1.3.1.12
A0A5S9NKS7,EC:1
A0A5S9NKS7,EC:1.4
A0A5S9NKS7,EC:1.4.3
A0A5S9NKS7,EC:1.4.3.19
I0HKK7,EC:1
I0HKK7,EC:1.1
I0HKK7,EC:1.1.3
I0HKK7,EC:1.1.3.15
A0A2A4MT90,EC:1
A0A2A4MT90,EC:1.14
A0A2A4MT90,EC:1.14.12
A0A2A4MT90,EC:1.14.12.17
A0A485CP90,EC:1
A0A485CP90,EC:1.3
A0A485CP90,EC:1.3.1
A0A485CP90,EC:1.3.1.1
A0A5J4R838,EC:3
A0A5J4R838,EC:3.2
A0A5J4R838,EC:3.2.1
A0A5J4R838,EC:3.2.1.179
A0A5C6C0L5,EC:2
A0A5C6C0L5,EC:2.4
A0A5C6C0L5,EC:2.4.1
A0A5C6C0L5,EC:2.4.1.11
A0A0C2WY62,EC:2
A0A0C2WY62,EC:2.7
A0A0C2WY62,EC:2.7.1
A0A0C2WY62,EC:2.7.1.158
A0A2S6Q5E2,EC:5
A0A2S6Q5E2,EC:5.3
A0A2S6Q5E2,EC:5.3.2
A0A2S6Q5E2,EC:5.3.2.8
A0A5C5XD98,EC:4
A0A5C5XD98,EC:4.1
A0A5C5XD98,EC:4.1.2
A0A5C5XD98,EC:4.1.2.42
A0A5C5XHP2,EC:4
A0A5C5XHP2,EC:4.2
A0A5C5XHP2,EC:4.2.2
A0A5C5XHP2,EC:4.2.2.12
A0A2N3X1H4,EC:3
A0A2N3X1H4,EC:3.1
A0A2N3X1H4,EC:3.1.4
A0A2N3X1H4,EC:3.1.4.3
A0A836T883,EC:1
A0A836T883,EC:1.3
A0A836T883,EC:1.3.3
A0A836T883,EC:1.3.3.15
A0A564WHY8,EC:1
A0A564WHY8,EC:1.13
A0A564WHY8,EC:1.13.11
A0A564WHY8,EC:1.13.11.79
A0A7W5B5T6,EC:3
A0A7W5B5T6,EC:3.5
A0A7W5B5T6,EC:3.5.1
A0A7W5B5T6,EC:3.5.1.9
I3X566,EC:3
I3X566,EC:3.5
I3X566,EC:3.5.99
I3X566,EC:3.5.99.2
A0A355ISB3,EC:1
A0A355ISB3,EC:1.3
A0A355ISB3,EC:1.3.98
A0A355ISB3,EC:1.3.98.3
A0A6J0TTW2,EC:3
A0A6J0TTW2,EC:3.1
A0A6J0TTW2,EC:3.1.3
A0A6J0TTW2,EC:3.1.3.9
A0A5J4QPX2,EC:3
A0A5J4QPX2,EC:3.4
A0A5J4QPX2,EC:3.4.13
A0A5J4QPX2,EC:3.4.13.18
A0A7W8YBQ2,EC:1
A0A7W8YBQ2,EC:1.14
A0A7W8YBQ2,EC:1.14.14
A0A7W8YBQ2,EC:1.14.14.21
A0A5C6BV58,EC:3
A0A5C6BV58,EC:3.1
A0A5C6BV58,EC:3.1.6
A0A5C6BV58,EC:3.1.6.1
F4P192,EC:3
F4P192,EC:3.2
F4P192,EC:3.2.1
F4P192,EC:3.2.1.101
A0A0J5FTS2,EC:4
A0A0J5FTS2,EC:4.2
A0A0J5FTS2,EC:4.2.1
A0A0J5FTS2,EC:4.2.1.6
A0A7C2EA40,EC:4
A0A7C2EA40,EC:4.1
A0A7C2EA40,EC:4.1.1
A0A7C2EA40,EC:4.1.1.81
R7W8A7,EC:2
R7W8A7,EC:2.7
R7W8A7,EC:2.7.4
R7W8A7,EC:2.7.4.24
A0A348G602,EC:3
A0A348G602,EC:3.4
A0A348G602,EC:3.4.17
A0A348G602,EC:3.4.17.24
A0A7V1BMA8,EC:1
A0A7V1BMA8,EC:1.14
A0A7V1BMA8,EC:1.14.11
A0A7V1BMA8,EC:1.14.11.55
A0A1G0GMQ4,EC:3
A0A1G0GMQ4,EC:3.4
A0A1G0GMQ4,EC:3.4.24
A0A1G0GMQ4,EC:3.4.24.70
A0A449B632,EC:1
A0A449B632,EC:1.1
A0A449B632,EC:1.1.3
A0A449B632,EC:1.1.3.15
A0A5J4QFP1,EC:1
A0A5J4QFP1,EC:1.17
A0A5J4QFP1,EC:1.17.7
A0A5J4QFP1,EC:1.17.7.1
A0A7W8X713,EC:1
A0A7W8X713,EC:1.1
A0A7W8X713,EC:1.1.1
A0A7W8X713,EC:1.1.1.69
A0A412S458,EC:5
A0A412S458,EC:5.1
A0A412S458,EC:5.1.3
A0A412S458,EC:5.1.3.3
A0A7G6V4E6,EC:4
A0A7G6V4E6,EC:4.3
A0A7G6V4E6,EC:4.3.1
A0A7G6V4E6,EC:4.3.1.28
A0A4R5MP51,EC:5
A0A4R5MP51,EC:5.1
A0A4R5MP51,EC:5.1.99
A0A4R5MP51,EC:5.1.99.1
A0A543P0Z1,EC:3
A0A543P0Z1,EC:3.1
A0A543P0Z1,EC:3.1.4
A0A543P0Z1,EC:3.1.4.58
A0A5J4SCA0,EC:6
A0A5J4SCA0,EC:6.2
A0A5J4SCA0,EC:6.2.1
A0A5J4SCA0,EC:6.2.1.30
K1WSL3,EC:1
K1WSL3,EC:1.13
K1WSL3,EC:1.13.11
K1WSL3,EC:1.13.11.5
L1KS34,EC:1
L1KS34,EC:1.14
L1KS34,EC:1.14.13
L1KS34,EC:1.14.13.59
A0A5J4QG95,EC:3
A0A5J4QG95,EC:3.5
A0A5J4QG95,EC:3.5.1
A0A5J4QG95,EC:3.5.1.14
A0A7V1BM75,EC:2
A0A7V1BM75,EC:2.7
A0A7V1BM75,EC:2.7.8
A0A7V1BM75,EC:2.7.8.8
A0A1E3REW9,EC:2
A0A1E3REW9,EC:2.1
A0A1E3REW9,EC:2.1.1
A0A1E3REW9,EC:2.1.1.44
A0A517TZP1,EC:1
A0A517TZP1,EC:1.14
A0A517TZP1,EC:1.14.13
A0A517TZP1,EC:1.14.13.50
A0A7W8YCT1,EC:1
A0A7W8YCT1,EC:1.3
A0A7W8YCT1,EC:1.3.8
A0A7W8YCT1,EC:1.3.8.6
A0A3R6HMF6,EC:1
A0A3R6HMF6,EC:1.1
A0A3R6HMF6,EC:1.1.1
A0A3R6HMF6,EC:1.1.1.69
A0A1E4SG66,EC:1
A0A1E4SG66,EC:1.3
A0A1E4SG66,EC:1.3.3
A0A1E4SG66,EC:1.3.3.6
I3WZX4,EC:1
I3WZX4,EC:1.14
I3WZX4,EC:1.14.12
I3WZX4,EC:1.14.12.1
I3XAL5,EC:2
I3XAL5,EC:2.6
I3XAL5,EC:2.6.1
I3XAL5,EC:2.6.1.39
A0A2S0MKU3,EC:6
A0A2S0MKU3,EC:6.4
A0A2S0MKU3,EC:6.4.1
A0A2S0MKU3,EC:6.4.1.3
A0A5J4T0Z1,EC:2
A0A5J4T0Z1,EC:2.4
A0A5J4T0Z1,EC:2.4.1
A0A5J4T0Z1,EC:2.4.1.346
G6Y9M8,EC:3
G6Y9M8,EC:3.11
G6Y9M8,EC:3.11.1
G6Y9M8,EC:3.11.1.1
U4QBW6,EC:1
U4QBW6,EC:1.14
U4QBW6,EC:1.14.13
U4QBW6,EC:1.14.13.2
M8AHR1,EC:2
M8AHR1,EC:2.7
M8AHR1,EC:2.7.1
M8AHR1,EC:2.7.1.12
A0A0L0MCC9,EC:5
A0A0L0MCC9,EC:5.1
A0A0L0MCC9,EC:5.1.99
A0A0L0MCC9,EC:5.1.99.4
A0A2S6QBI1,EC:1
A0A2S6QBI1,EC:1.17
A0A2S6QBI1,EC:1.17.5
A0A2S6QBI1,EC:1.17.5.2
A0A2G6CDB5,EC:6
A0A2G6CDB5,EC:6.4
A0A2G6CDB5,EC:6.4.1
A0A2G6CDB5,EC:6.4.1.1
A0A659S3X5,EC:1
A0A659S3X5,EC:1.17
A0A659S3X5,EC:1.17.4
A0A659S3X5,EC:1.17.4.2
A0A6N4XCP8,EC:1
A0A6N4XCP8,EC:1.14
A0A6N4XCP8,EC:1.14.14
A0A6N4XCP8,EC:1.14.14.10
A0A0P0GBL8,EC:2
A0A0P0GBL8,EC:2.6
A0A0P0GBL8,EC:2.6.1
A0A0P0GBL8,EC:2.6.1.90
I3X1U6,EC:3
I3X1U6,EC:3.5
I3X1U6,EC:3.5.4
I3X1U6,EC:3.5.4.1
A0A5D0VFL9,EC:5
A0A5D0VFL9,EC:5.99
A0A5D0VFL9,EC:5.99.1
A0A5D0VFL9,EC:5.99.1.4
A0A511AT65,EC:2
A0A511AT65,EC:2.7
A0A511AT65,EC:2.7.4
A0A511AT65,EC:2.7.4.2
A0A852VMJ4,EC:2
A0A852VMJ4,EC:2.7
A0A852VMJ4,EC:2.7.8
A0A852VMJ4,EC:2.7.8.33
A0A5C5XJ97,EC:1
A0A5C5XJ97,EC:1.1
A0A5C5XJ97,EC:1.1.99
A0A5C5XJ97,EC:1.1.99.28
A0A7Z0IV15,EC:4
A0A7Z0IV15,EC:4.1
A0A7Z0IV15,EC:4.1.3
A0A7Z0IV15,EC:4.1.3.4
A0A1B9VD50,EC:1
A0A1B9VD50,EC:1.1
A0A1B9VD50,EC:1.1.2
A0A1B9VD50,EC:1.1.2.4
A0A3S0BDH2,EC:3
A0A3S0BDH2,EC:3.5
A0A3S0BDH2,EC:3.5.4
A0A3S0BDH2,EC:3.5.4.3
A0A517U3P8,EC:1
A0A517U3P8,EC:1.1
A0A517U3P8,EC:1.1.99
A0A517U3P8,EC:1.1.99.14
A0A545TSI3,EC:3
A0A545TSI3,EC:3.1
A0A545TSI3,EC:3.1.3
A0A545TSI3,EC:3.1.3.45
A0A843SB00,EC:4
A0A843SB00,EC:4.1
A0A843SB00,EC:4.1.2
A0A843SB00,EC:4.1.2.48
A0A2D2AGZ4,EC:2
A0A2D2AGZ4,EC:2.5
A0A2D2AGZ4,EC:2.5.1
A0A2D2AGZ4,EC:2.5.1.32
A0A0C3AHW2,EC:3
A0A0C3AHW2,EC:3.2
A0A0C3AHW2,EC:3.2.1
A0A0C3AHW2,EC:3.2.1.51
F2JKF9,EC:2
F2JKF9,EC:2.7
F2JKF9,EC:2.7.9
F2JKF9,EC:2.7.9.2
A0A1G9Z6T3,EC:1
A0A1G9Z6T3,EC:1.3
A0A1G9Z6T3,EC:1.3.98
A0A1G9Z6T3,EC:1.3.98.3
A0A2S6Q5Z2,EC:1
A0A2S6Q5Z2,EC:1.13
A0A2S6Q5Z2,EC:1.13.12
A0A2S6Q5Z2,EC:1.13.12.16
A0A2S6QCQ8,EC:1
A0A2S6QCQ8,EC:1.14
A0A2S6QCQ8,EC:1.14.12
A0A2S6QCQ8,EC:1.14.12.13
A0A5C6BZZ6,EC:2
A0A5C6BZZ6,EC:2.1
A0A5C6BZZ6,EC:2.1.1
A0A5C6BZZ6,EC:2.1.1.44
E8V7F6,EC:3
E8V7F6,EC:3.4
E8V7F6,EC:3.4.15
E8V7F6,EC:3.4.15.1
A0A7W8U7A0,EC:5
A0A7W8U7A0,EC:5.5
A0A7W8U7A0,EC:5.5.1
A0A7W8U7A0,EC:5.5.1.2
K0JNM4,EC:1
K0JNM4,EC:1.16
K0JNM4,EC:1.16.3
K0JNM4,EC:1.16.3.2
A0A852VSW8,EC:1
A0A852VSW8,EC:1.1
A0A852VSW8,EC:1.1.2
A0A852VSW8,EC:1.1.2.3
A0A0L0MHW6,EC:4
A0A0L0MHW6,EC:4.3
A0A0L0MHW6,EC:4.3.2
A0A0L0MHW6,EC:4.3.2.3
A0A7Z0DPL3,EC:1
A0A7Z0DPL3,EC:1.14
A0A7Z0DPL3,EC:1.14.14
A0A7Z0DPL3,EC:1.14.14.9
A0A8C4XHZ5,EC:5
A0A8C4XHZ5,EC:5.1
A0A8C4XHZ5,EC:5.1.3
A0A8C4XHZ5,EC:5.1.3.17
H6Q4D0,EC:1
H6Q4D0,EC:1.3
H6Q4D0,EC:1.3.5
H6Q4D0,EC:1.3.5.3
A0A6G1R1A0,EC:2
A0A6G1R1A0,EC:2.4
A0A6G1R1A0,EC:2.4.1
A0A6G1R1A0,EC:2.4.1.135
A0A366WGM4,EC:6
A0A366WGM4,EC:6.4
A0A366WGM4,EC:6.4.1
A0A366WGM4,EC:6.4.1.2
A0A5C6BWM7,EC:2
A0A5C6BWM7,EC:2.4
A0A5C6BWM7,EC:2.4.1
A0A5C6BWM7,EC:2.4.1.292
A0A5C5XD06,EC:3
A0A5C5XD06,EC:3.1
A0A5C5XD06,EC:3.1.6
A0A5C5XD06,EC:3.1.6.1
A0A1E3RG23,EC:1
A0A1E3RG23,EC:1.14
A0A1E3RG23,EC:1.14.99
A0A1E3RG23,EC:1.14.99.50
L9W3V1,EC:4
L9W3V1,EC:4.2
L9W3V1,EC:4.2.1
L9W3V1,EC:4.2.1.113
Q1D2Y2,EC:1
Q1D2Y2,EC:1.3
Q1D2Y2,EC:1.3.99
Q1D2Y2,EC:1.3.99.16
A0A6J0SK20,EC:5
A0A6J0SK20,EC:5.5
A0A6J0SK20,EC:5.5.1
A0A6J0SK20,EC:5.5.1.4
A0A2D9YQQ6,EC:6
A0A2D9YQQ6,EC:6.2
A0A2D9YQQ6,EC:6.2.1
A0A2D9YQQ6,EC:6.2.1.17
A0A2H5WMV0,EC:3
A0A2H5WMV0,EC:3.1
A0A2H5WMV0,EC:3.1.3
A0A2H5WMV0,EC:3.1.3.8
A0A2S0LD01,EC:1
A0A2S0LD01,EC:1.1
A0A2S0LD01,EC:1.1.1
A0A2S0LD01,EC:1.1.1.88
A0A263E016,EC:1
A0A263E016,EC:1.14
A0A263E016,EC:1.14.13
A0A263E016,EC:1.14.13.2
A0A564WEA8,EC:1
A0A564WEA8,EC:1.3
A0A564WEA8,EC:1.3.1
A0A564WEA8,EC:1.3.1.54
A0A088UFJ2,EC:1
A0A088UFJ2,EC:1.14
A0A088UFJ2,EC:1.14.13
A0A088UFJ2,EC:1.14.13.9
A0A0Q7EGR2,EC:2
A0A0Q7EGR2,EC:2.3
A0A0Q7EGR2,EC:2.3.1
A0A0Q7EGR2,EC:2.3.1.29
A4FZM2,EC:1
A4FZM2,EC:1.2
A4FZM2,EC:1.2.7
A4FZM2,EC:1.2.7.8
A0A6J0VAJ8,EC:1
A0A6J0VAJ8,EC:1.14
A0A6J0VAJ8,EC:1.14.13
A0A6J0VAJ8,EC:1.14.13.39
A0A2S6QAT3,EC:4
A0A2S6QAT3,EC:4.2
A0A2S6QAT3,EC:4.2.1
A0A2S6QAT3,EC:4.2.1.135
A0A2E8TFF9,EC:1
A0A2E8TFF9,EC:1.3
A0A2E8TFF9,EC:1.3.1
A0A2E8TFF9,EC:1.3.1.83
A0A7S9WFV5,EC:4
A0A7S9WFV5,EC:4.7
A0A7S9WFV5,EC:4.7.1
A0A7S9WFV5,EC:4.7.1.1
R7VZG8,EC:1
R7VZG8,EC:1.13
R7VZG8,EC:1.13.11
R7VZG8,EC:1.13.11.5
A0A2S0ML74,EC:1
A0A2S0ML74,EC:1.1
A0A2S0ML74,EC:1.1.99
A0A2S0ML74,EC:1.1.99.1
A0A5C6BYF4,EC:1
A0A5C6BYF4,EC:1.3
A0A5C6BYF4,EC:1.3.3
A0A5C6BYF4,EC:1.3.3.15
A0A350YX21,EC:2
A0A350YX21,EC:2.1
A0A350YX21,EC:2.1.1
A0A350YX21,EC:2.1.1.34
A0A090SVV8,EC:3
A0A090SVV8,EC:3.5
A0A090SVV8,EC:3.5.3
A0A090SVV8,EC:3.5.3.12
A0A7J5YHM0,EC:1
A0A7J5YHM0,EC:1.14
A0A7J5YHM0,EC:1.14.17
